Name,ZipCode,confirmedCount,curedCount,deadCount,updateTime
内蒙古自治区,150000,258,244,1,2020/7/27
上海市,310000,741,717,7,2020/7/27
广东省,440000,1672,1645,8,2020/7/27
吉林省,220000,157,153,2,2020/7/27
香港,810000,2633,1495,18,2020/7/27
香港,810000,2761,1495,18,2020/7/26
香港,810000,2505,1455,18,2020/7/26
新疆维吾尔自治区,650000,213,73,3,2020/7/26
北京市,110000,929,878,9,2020/7/26
辽宁省,210000,189,159,2,2020/7/26
广东省,440000,1672,1642,8,2020/7/26
上海市,310000,741,716,7,2020/7/26
台湾,710000,458,440,7,2020/7/26
内蒙古自治区,150000,256,244,1,2020/7/26
山东省,370000,799,785,7,2020/7/26
天津市,120000,204,195,3,2020/7/26
福建省,350000,365,361,1,2020/7/26
浙江省,330000,1270,1268,1,2020/7/26
云南省,530000,189,186,2,2020/7/26
山西省,140000,201,201,0,2020/7/26
广西壮族自治区,450000,255,253,2,2020/7/23
新疆维吾尔自治区,650000,158,73,3,2020/7/23
四川省,510000,603,594,3,2020/7/23
陕西省,610000,323,317,3,2020/7/23
北京市,110000,929,841,9,2020/7/23
上海市,310000,738,711,7,2020/7/23
广东省,440000,1662,1637,8,2020/7/23
内蒙古自治区,150000,250,241,1,2020/7/23
辽宁省,210000,165,158,2,2020/7/23
辽宁省,210000,165,157,2,2020/7/22
香港,810000,2131,1344,14,2020/7/22
新疆维吾尔自治区,650000,140,73,3,2020/7/22
香港,810000,2018,1324,14,2020/7/22
上海市,310000,737,709,7,2020/7/22
广东省,440000,1661,1637,8,2020/7/22
河北省,130000,349,342,6,2020/7/22
北京市,110000,929,833,9,2020/7/22
内蒙古自治区,150000,250,240,1,2020/7/22
辽宁省,210000,164,157,2,2020/7/22
云南省,530000,189,185,2,2020/7/22
香港,810000,2019,1324,14,2020/7/21
香港,810000,2019,1302,12,2020/7/21
上海市,310000,735,709,7,2020/7/21
新疆维吾尔自治区,650000,131,73,3,2020/7/21
新疆维吾尔自治区,650000,124,73,3,2020/7/21
四川省,510000,603,593,3,2020/7/21
北京市,110000,929,816,9,2020/7/21
上海市,310000,735,708,7,2020/7/21
辽宁省,210000,164,156,2,2020/7/21
云南省,530000,188,185,2,2020/7/21
上海市,310000,733,708,7,2020/7/20
香港,810000,1958,1302,12,2020/7/20
香港,810000,1958,1294,12,2020/7/20
新疆维吾尔自治区,650000,123,73,3,2020/7/20
新疆维吾尔自治区,650000,122,73,3,2020/7/20
上海市,310000,733,707,7,2020/7/20
台湾,710000,455,440,7,2020/7/20
广东省,440000,1659,1637,8,2020/7/20
四川省,510000,602,592,3,2020/7/20
北京市,110000,929,804,9,2020/7/20
山东省,370000,798,785,7,2020/7/20
辽宁省,210000,164,154,2,2020/7/20
内蒙古自治区,150000,250,237,1,2020/7/20
陕西省,610000,322,316,3,2020/7/20
香港,810000,1885,1294,12,2020/7/19
上海市,310000,733,706,7,2020/7/19
香港,810000,1777,1274,12,2020/7/19
北京市,110000,929,788,9,2020/7/19
新疆维吾尔自治区,650000,106,73,3,2020/7/19
上海市,310000,733,701,7,2020/7/19
广东省,440000,1659,1636,8,2020/7/19
辽宁省,210000,164,153,2,2020/7/19
台湾,710000,454,440,7,2020/7/19
山东省,370000,797,785,7,2020/7/19
四川省,510000,599,592,3,2020/7/19
陕西省,610000,322,315,3,2020/7/19
福建省,350000,364,361,1,2020/7/19
河北省,130000,349,341,6,2020/7/19
云南省,530000,188,184,2,2020/7/19
江苏省,320000,655,654,0,2020/7/19
广西壮族自治区,450000,255,252,2,2020/7/19
山西省,140000,201,200,0,2020/7/19
澳门,820000,46,46,0,2020/7/19
香港,810000,1655,1254,10,2020/7/16
香港,810000,1655,1241,10,2020/7/16
新疆维吾尔自治区,650000,77,73,3,2020/7/16
香港,810000,1588,1241,10,2020/7/16
北京市,110000,929,752,9,2020/7/16
四川省,510000,599,590,3,2020/7/16
甘肃省,620000,167,165,2,2020/7/16
上海市,310000,732,691,7,2020/7/16
香港,810000,1588,1229,8,2020/7/15
香港,810000,1569,1229,8,2020/7/15
北京市,110000,929,729,9,2020/7/15
上海市,310000,731,690,7,2020/7/15
四川省,510000,599,589,3,2020/7/15
广东省,440000,1650,1636,8,2020/7/15
台湾,710000,451,440,7,2020/7/15
河北省,130000,349,340,6,2020/7/15
陕西省,610000,321,315,3,2020/7/15
山西省,140000,201,198,0,2020/7/15
云南省,530000,188,183,2,2020/7/15
重庆市,500000,583,576,6,2020/7/15
甘肃省,620000,167,164,2,2020/7/15
北京市,110000,929,694,9,2020/7/13
上海市,310000,725,689,7,2020/7/13
内蒙古自治区,150000,249,237,1,2020/7/13
广东省,440000,1650,1634,8,2020/7/13
山东省,370000,793,785,7,2020/7/13
香港,810000,1469,1214,7,2020/7/12
北京市,110000,929,680,9,2020/7/12
浙江省,330000,1270,1267,1,2020/7/12
上海市,310000,724,689,7,2020/7/12
天津市,120000,203,195,3,2020/7/12
天津市,120000,202,195,3,2020/7/11
北京市,110000,929,669,9,2020/7/11
香港,810000,1431,1197,7,2020/7/11
上海市,310000,722,689,7,2020/7/11
辽宁省,210000,164,150,2,2020/7/11
四川省,510000,599,587,3,2020/7/11
内蒙古自治区,150000,245,237,1,2020/7/11
广东省,440000,1648,1634,8,2020/7/11
台湾,710000,451,438,7,2020/7/11
山西省,140000,200,198,0,2020/7/11
福建省,350000,363,361,1,2020/7/11
香港,810000,1365,1167,7,2020/7/9
辽宁省,210000,162,150,2,2020/7/9
四川省,510000,599,582,3,2020/7/9
陕西省,610000,321,314,3,2020/7/9
北京市,110000,929,645,9,2020/7/9
河北省,130000,349,339,6,2020/7/9
广东省,440000,1647,1631,8,2020/7/9
上海市,310000,721,689,7,2020/7/9
上海市,310000,718,689,7,2020/7/9
甘肃省,620000,167,162,2,2020/7/9
重庆市,500000,582,575,6,2020/7/9
天津市,120000,199,195,3,2020/7/8
香港,810000,1323,1167,7,2020/7/8
甘肃省,620000,167,159,2,2020/7/8
北京市,110000,929,613,9,2020/7/8
广东省,440000,1645,1631,8,2020/7/8
内蒙古自治区,150000,244,237,1,2020/7/8
云南省,530000,187,183,2,2020/7/8
山西省,140000,199,198,0,2020/7/8
上海市,310000,718,688,7,2020/7/7
北京市,110000,929,600,9,2020/7/7
香港,810000,1299,1161,7,2020/7/7
上海市,310000,718,685,7,2020/7/7
四川省,510000,598,581,3,2020/7/7
甘肃省,620000,167,156,2,2020/7/7
辽宁省,210000,159,150,2,2020/7/7
广东省,440000,1644,1631,8,2020/7/7
内蒙古自治区,150000,240,237,1,2020/7/7
香港,810000,1285,1157,7,2020/7/6
上海市,310000,716,685,7,2020/7/6
陕西省,610000,321,313,3,2020/7/6
陕西省,610000,321,311,3,2020/7/6
辽宁省,210000,157,150,2,2020/7/6
北京市,110000,929,596,9,2020/7/6
香港,810000,1268,1156,7,2020/7/5
内蒙古自治区,150000,239,237,1,2020/7/5
北京市,110000,928,595,9,2020/7/5
四川省,510000,596,581,3,2020/7/5
河北省,130000,349,337,6,2020/7/5
陕西省,610000,320,311,3,2020/7/5
上海市,310000,716,681,7,2020/7/5
甘肃省,620000,167,154,2,2020/7/5
广东省,440000,1643,1631,8,2020/7/5
辽宁省,210000,156,150,2,2020/7/5
香港,810000,1258,1145,7,2020/7/5
天津市,120000,199,194,3,2020/7/4
福建省,350000,363,360,1,2020/7/4
甘肃省,620000,164,154,2,2020/7/4
北京市,110000,926,594,9,2020/7/4
上海市,310000,715,681,7,2020/7/4
河北省,130000,349,336,6,2020/7/4
广东省,440000,1643,1629,8,2020/7/4
辽宁省,210000,156,149,2,2020/7/4
台湾,710000,449,438,7,2020/7/3
香港,810000,1247,1125,7,2020/7/3
北京市,110000,925,592,9,2020/7/3
香港,810000,1242,1120,7,2020/7/3
上海市,310000,714,678,7,2020/7/3
四川省,510000,595,581,3,2020/7/3
甘肃省,620000,164,153,2,2020/7/3
辽宁省,210000,156,148,2,2020/7/3
广东省,440000,1642,1629,8,2020/7/3
重庆市,500000,582,574,6,2020/7/3
云南省,530000,186,183,2,2020/7/3
香港,810000,1242,1117,7,2020/7/2
台湾,710000,448,438,7,2020/7/2
北京市,110000,923,589,9,2020/7/2
陕西省,610000,320,310,3,2020/7/2
上海市,310000,713,677,7,2020/7/2
广东省,440000,1642,1627,8,2020/7/2
台湾,710000,447,438,7,2020/7/2
甘肃省,620000,164,149,2,2020/7/1
上海市,310000,712,677,7,2020/7/1
香港,810000,1233,1117,7,2020/7/1
陕西省,610000,320,309,3,2020/7/1
福建省,350000,363,359,1,2020/7/1
四川省,510000,595,580,3,2020/7/1
甘肃省,620000,164,146,2,2020/7/1
北京市,110000,922,587,9,2020/7/1
辽宁省,210000,155,148,2,2020/7/1
台湾,710000,447,437,7,2020/7/1
香港,810000,1205,1107,7,2020/7/1
香港,810000,1205,1105,7,2020/6/30
江苏省,320000,654,654,0,2020/6/30
甘肃省,620000,164,143,2,2020/6/30
河北省,130000,349,334,6,2020/6/30
北京市,110000,919,586,9,2020/6/30
甘肃省,620000,164,140,2,2020/6/30
四川省,510000,595,578,3,2020/6/30
陕西省,610000,320,308,3,2020/6/30
广东省,440000,1641,1627,8,2020/6/30
上海市,310000,712,675,7,2020/6/30
香港,810000,1203,1105,7,2020/6/30
北京市,110000,912,586,9,2020/6/29
河北省,130000,349,333,6,2020/6/29
天津市,120000,198,194,3,2020/6/29
北京市,110000,912,585,9,2020/6/29
上海市,310000,708,675,7,2020/6/29
四川省,510000,592,577,3,2020/6/29
辽宁省,210000,155,147,2,2020/6/29
广东省,440000,1637,1625,8,2020/6/29
内蒙古自治区,150000,238,237,1,2020/6/28
香港,810000,1199,1104,7,2020/6/28
陕西省,610000,320,307,3,2020/6/28
上海市,310000,707,675,7,2020/6/28
北京市,110000,905,585,9,2020/6/28
河北省,130000,349,331,6,2020/6/28
甘肃省,620000,163,140,2,2020/6/28
香港,810000,1197,1095,7,2020/6/27
河北省,130000,349,326,6,2020/6/27
北京市,110000,891,585,9,2020/6/27
甘肃省,620000,162,139,2,2020/6/27
广东省,440000,1637,1622,8,2020/6/27
上海市,310000,706,674,7,2020/6/27
香港,810000,1196,1091,7,2020/6/26
香港,810000,1196,1088,7,2020/6/26
上海市,310000,705,674,7,2020/6/26
海南省,460000,171,165,6,2020/6/26
河北省,130000,349,324,6,2020/6/26
天津市,120000,198,193,3,2020/6/26
甘肃省,620000,161,139,2,2020/6/26
澳门,820000,46,45,0,2020/6/26
北京市,110000,874,585,9,2020/6/26
北京市,110000,874,584,9,2020/6/26
上海市,310000,705,672,7,2020/6/26
台湾,710000,447,435,7,2020/6/26
香港,810000,1193,1088,7,2020/6/26
上海市,310000,703,672,7,2020/6/25
河北省,130000,349,323,6,2020/6/25
四川省,510000,589,575,3,2020/6/25
北京市,110000,863,584,9,2020/6/25
广东省,440000,1635,1621,8,2020/6/25
甘肃省,620000,161,138,2,2020/6/24
香港,810000,1179,1086,6,2020/6/24
上海市,310000,703,670,7,2020/6/24
陕西省,610000,319,307,3,2020/6/24
陕西省,610000,318,307,3,2020/6/24
甘肃省,620000,158,138,2,2020/6/24
广东省,440000,1634,1620,8,2020/6/24
河北省,130000,348,323,6,2020/6/24
四川省,510000,589,573,3,2020/6/24
北京市,110000,850,584,9,2020/6/24
上海市,310000,703,669,7,2020/6/24
香港,810000,1177,1083,6,2020/6/23
陕西省,610000,317,307,3,2020/6/23
台湾,710000,446,435,7,2020/6/23
江苏省,320000,654,653,0,2020/6/23
四川省,510000,589,572,3,2020/6/23
北京市,110000,843,584,9,2020/6/23
河北省,130000,346,323,6,2020/6/23
天津市,120000,198,192,3,2020/6/23
广东省,440000,1634,1619,8,2020/6/23
内蒙古自治区,150000,238,236,1,2020/6/23
甘肃省,620000,158,137,2,2020/6/22
香港,810000,1161,1078,5,2020/6/22
天津市,120000,198,191,3,2020/6/22
上海市,310000,701,669,7,2020/6/22
香港,810000,1131,1078,5,2020/6/22
陕西省,610000,317,306,3,2020/6/22
河北省,130000,346,322,6,2020/6/22
北京市,110000,830,584,9,2020/6/22
辽宁省,210000,154,147,2,2020/6/22
上海市,310000,701,668,7,2020/6/22
香港,810000,1131,1077,5,2020/6/21
陕西省,610000,316,306,3,2020/6/21
福建省,350000,363,357,1,2020/6/21
河北省,130000,344,322,6,2020/6/21
广东省,440000,1634,1614,8,2020/6/21
北京市,110000,821,584,9,2020/6/21
内蒙古自治区,150000,238,235,1,2020/6/21
香港,810000,1128,1077,5,2020/6/20
香港,810000,1128,1077,4,2020/6/20
辽宁省,210000,153,147,2,2020/6/20
北京市,110000,799,584,9,2020/6/20
香港,810000,1127,1074,4,2020/6/20
上海市,310000,698,668,7,2020/6/20
四川省,510000,589,570,3,2020/6/20
广东省,440000,1634,1613,8,2020/6/20
河北省,130000,341,322,6,2020/6/20
山东省,370000,792,785,7,2020/6/20
福建省,350000,362,357,1,2020/6/19
辽宁省,210000,153,147,2,2020/6/19
四川省,510000,589,569,3,2020/6/19
北京市,110000,777,584,9,2020/6/19
甘肃省,620000,151,137,2,2020/6/19
广东省,440000,1631,1604,8,2020/6/19
河北省,130000,340,322,6,2020/6/19
广东省,440000,1631,1603,8,2020/6/19
香港,810000,1124,1072,4,2020/6/18
台湾,710000,446,434,7,2020/6/18
天津市,120000,197,191,3,2020/6/18
北京市,110000,752,584,9,2020/6/18
香港,810000,1120,1071,4,2020/6/18
上海市,310000,697,668,7,2020/6/18
四川省,510000,589,567,3,2020/6/18
广东省,440000,1628,1603,8,2020/6/18
河北省,130000,338,322,6,2020/6/18
甘肃省,620000,150,137,2,2020/6/17
天津市,120000,197,189,3,2020/6/17
香港,810000,1121,1071,4,2020/6/17
台湾,710000,445,434,7,2020/6/17
上海市,310000,695,668,7,2020/6/17
陕西省,610000,314,306,3,2020/6/17
河北省,130000,336,322,6,2020/6/17
浙江省,330000,1269,1267,1,2020/6/17
甘肃省,620000,149,137,2,2020/6/17
四川省,510000,589,565,3,2020/6/17
北京市,110000,731,584,9,2020/6/17
广东省,440000,1628,1593,8,2020/6/17
香港,810000,1112,1069,4,2020/6/16
辽宁省,210000,152,147,2,2020/6/16
山东省,370000,792,783,7,2020/6/16
广东省,440000,1628,1592,8,2020/6/16
上海市,310000,695,667,7,2020/6/16
四川省,510000,588,564,3,2020/6/16
河北省,130000,335,322,6,2020/6/16
内蒙古自治区,150000,238,234,1,2020/6/16
北京市,110000,700,584,9,2020/6/16
四川省,510000,588,563,3,2020/6/15
台湾,710000,445,433,7,2020/6/15
香港,810000,1112,1067,4,2020/6/15
台湾,710000,445,431,7,2020/6/15
海南省,460000,171,163,6,2020/6/15
香港,810000,1109,1067,4,2020/6/15
北京市,110000,673,584,9,2020/6/15
四川省,510000,587,563,3,2020/6/15
福建省,350000,362,356,1,2020/6/15
上海市,310000,692,667,7,2020/6/15
重庆市,500000,582,573,6,2020/6/15
河北省,130000,331,322,6,2020/6/15
北京市,110000,681,584,9,2020/6/15
北京市,110000,645,584,9,2020/6/14
上海市,310000,691,667,7,2020/6/14
陕西省,610000,313,306,3,2020/6/14
上海市,310000,691,666,7,2020/6/14
辽宁省,210000,151,147,2,2020/6/14
重庆市,500000,580,573,6,2020/6/14
北京市,110000,637,584,9,2020/6/14
广东省,440000,1625,1590,8,2020/6/14
四川省,510000,583,563,3,2020/6/14
山东省,370000,792,782,7,2020/6/14
香港,810000,1109,1061,4,2020/6/13
海南省,460000,171,162,6,2020/6/13
北京市,110000,601,584,9,2020/6/13
内蒙古自治区,150000,237,232,1,2020/6/13
四川省,510000,583,562,3,2020/6/13
上海市,310000,690,666,7,2020/6/13
广东省,440000,1608,1590,8,2020/6/13
香港,810000,1108,1060,4,2020/6/12
香港,810000,1108,1055,4,2020/6/12
北京市,110000,597,584,9,2020/6/12
天津市,120000,196,189,3,2020/6/12
福建省,350000,361,356,1,2020/6/12
香港,810000,1107,1055,4,2020/6/12
四川省,510000,582,561,3,2020/6/12
上海市,310000,689,666,7,2020/6/12
广东省,440000,1607,1589,8,2020/6/12
内蒙古自治区,150000,237,231,1,2020/6/12
北京市,110000,595,584,9,2020/6/11
上海市,310000,684,666,7,2020/6/11
陕西省,610000,311,306,3,2020/6/11
福建省,350000,360,356,1,2020/6/11
四川省,510000,582,560,3,2020/6/11
上海市,310000,684,665,7,2020/6/11
广东省,440000,1607,1588,8,2020/6/11
天津市,120000,195,189,3,2020/6/10
香港,810000,1107,1051,4,2020/6/10
台湾,710000,443,431,7,2020/6/10
内蒙古自治区,150000,237,230,1,2020/6/10
天津市,120000,194,189,3,2020/6/10
广东省,440000,1604,1587,8,2020/6/10
香港,810000,1107,1050,4,2020/6/9
上海市,310000,678,665,7,2020/6/9
北京市,110000,594,584,9,2020/6/9
四川省,510000,582,558,3,2020/6/9
广东省,440000,1604,1586,8,2020/6/9
内蒙古自治区,150000,235,226,1,2020/6/9
香港,810000,1107,1049,4,2020/6/8
四川省,510000,581,558,3,2020/6/8
广东省,440000,1602,1585,8,2020/6/8
山东省,370000,792,781,7,2020/6/8
内蒙古自治区,150000,235,218,1,2020/6/8
上海市,310000,678,664,7,2020/6/8
香港,810000,1106,1049,4,2020/6/7
香港,810000,1105,1049,4,2020/6/7
台湾,710000,443,430,7,2020/6/7
吉林省,220000,155,153,2,2020/6/7
福建省,350000,359,356,1,2020/6/7
陕西省,610000,311,305,3,2020/6/7
海南省,460000,170,162,6,2020/6/7
广东省,440000,1602,1584,8,2020/6/7
上海市,310000,677,664,7,2020/6/7
吉林省,220000,155,151,2,2020/6/7
香港,810000,1105,1048,4,2020/6/6
天津市,120000,193,189,3,2020/6/6
广东省,440000,1601,1584,8,2020/6/6
香港,810000,1102,1045,4,2020/6/5
吉林省,220000,155,150,2,2020/6/5
台湾,710000,443,429,7,2020/6/5
上海市,310000,677,663,7,2020/6/5
天津市,120000,192,189,3,2020/6/5
湖北省,420000,68135,63623,4512,2020/6/5
四川省,510000,578,558,3,2020/6/5
广东省,440000,1598,1584,8,2020/6/5
内蒙古自治区,150000,235,213,1,2020/6/5
上海市,310000,677,662,7,2020/6/5
香港,810000,1099,1042,4,2020/6/4
吉林省,220000,155,149,2,2020/6/4
香港,810000,1098,1041,4,2020/6/4
上海市,310000,673,662,7,2020/6/4
北京市,110000,594,583,9,2020/6/4
内蒙古自治区,150000,235,212,1,2020/6/4
广东省,440000,1598,1583,8,2020/6/4
香港,810000,1093,1039,4,2020/6/3
吉林省,220000,155,148,2,2020/6/3
台湾,710000,443,428,7,2020/6/3
江西省,360000,932,931,1,2020/6/3
黑龙江省,230000,947,934,13,2020/6/3
北京市,110000,594,582,9,2020/6/3
广东省,440000,1597,1583,8,2020/6/3
香港,810000,1093,1038,4,2020/6/2
上海市,310000,673,661,7,2020/6/2
香港,810000,1093,1037,4,2020/6/2
四川省,510000,577,558,3,2020/6/2
上海市,310000,673,660,7,2020/6/2
内蒙古自治区,150000,235,209,1,2020/6/2
广东省,440000,1596,1583,8,2020/6/2
吉林省,220000,155,147,2,2020/6/1
福建省,350000,358,356,1,2020/6/1
上海市,310000,672,660,7,2020/6/1
台湾,710000,443,427,7,2020/6/1
香港,810000,1087,1037,4,2020/6/1
上海市,310000,672,658,7,2020/6/1
陕西省,610000,309,305,3,2020/6/1
湖北省,420000,68135,63620,4512,2020/6/1
四川省,510000,575,558,3,2020/6/1
广东省,440000,1595,1583,8,2020/6/1
内蒙古自治区,150000,235,207,1,2020/6/1
香港,810000,1084,1037,4,2020/5/31
台湾,710000,442,423,7,2020/5/31
山东省,370000,792,780,7,2020/5/31
吉林省,220000,155,144,2,2020/5/31
山东省,370000,791,780,7,2020/5/30
台湾,710000,442,421,7,2020/5/30
香港,810000,1082,1036,4,2020/5/30
内蒙古自治区,150000,232,206,1,2020/5/30
湖北省,420000,68135,63619,4512,2020/5/30
山东省,370000,790,780,7,2020/5/30
上海市,310000,672,657,7,2020/5/30
广东省,440000,1593,1583,8,2020/5/30
海南省,460000,169,163,6,2020/5/29
香港,810000,1079,1035,4,2020/5/29
吉林省,220000,155,142,2,2020/5/29
台湾,710000,442,420,7,2020/5/29
上海市,310000,671,657,7,2020/5/29
香港,810000,1066,1035,4,2020/5/28
吉林省,220000,155,136,2,2020/5/28
台湾,710000,441,420,7,2020/5/28
福建省,350000,358,355,1,2020/5/28
广东省,440000,1592,1582,8,2020/5/28
上海市,310000,671,655,7,2020/5/28
吉林省,220000,155,133,2,2020/5/28
香港,810000,1066,1034,4,2020/5/27
台湾,710000,441,419,7,2020/5/27
上海市,310000,670,655,7,2020/5/27
湖北省,420000,68135,63618,4512,2020/5/27
内蒙古自治区,150000,232,205,1,2020/5/27
上海市,310000,670,653,7,2020/5/27
香港,810000,1065,1033,4,2020/5/26
台湾,710000,441,416,7,2020/5/26
上海市,310000,669,653,7,2020/5/26
福建省,350000,357,355,1,2020/5/26
内蒙古自治区,150000,232,204,1,2020/5/26
上海市,310000,669,652,7,2020/5/26
辽宁省,210000,149,147,2,2020/5/26
台湾,710000,441,415,7,2020/5/25
上海市,310000,668,652,7,2020/5/25
湖北省,420000,68135,63617,4512,2020/5/25
四川省,510000,564,558,3,2020/5/25
内蒙古自治区,150000,227,201,1,2020/5/25
台湾,710000,441,414,7,2020/5/25
广东省,440000,1592,1581,8,2020/5/25
天津市,120000,192,188,3,2020/5/25
香港,810000,1065,1030,4,2020/5/24
辽宁省,210000,149,145,2,2020/5/24
上海市,310000,668,648,7,2020/5/24
陕西省,610000,308,305,3,2020/5/24
广东省,440000,1592,1580,8,2020/5/24
北京市,110000,593,581,9,2020/5/24
上海市,310000,668,647,7,2020/5/24
吉林省,220000,155,128,2,2020/5/24
台湾,710000,441,411,7,2020/5/24
陕西省,610000,308,304,3,2020/5/23
台湾,710000,441,408,7,2020/5/23
吉林省,220000,154,128,2,2020/5/23
上海市,310000,667,647,7,2020/5/23
香港,810000,1065,1029,4,2020/5/22
香港,810000,1063,1029,4,2020/5/22
台湾,710000,441,407,7,2020/5/22
吉林省,220000,154,127,2,2020/5/22
内蒙古自治区,150000,217,199,1,2020/5/22
上海市,310000,667,646,7,2020/5/22
北京市,110000,593,579,9,2020/5/22
广东省,440000,1591,1580,8,2020/5/22
四川省,510000,563,558,3,2020/5/22
上海市,310000,667,645,7,2020/5/20
上海市,310000,666,645,7,2020/5/20
内蒙古自治区,150000,217,196,1,2020/5/20
吉林省,220000,152,125,2,2020/5/20
澳门,820000,45,45,0,2020/5/19
台湾,710000,440,401,7,2020/5/19
上海市,310000,666,642,7,2020/5/19
吉林省,220000,151,123,2,2020/5/19
湖北省,420000,68135,63616,4512,2020/5/19
陕西省,610000,308,303,3,2020/5/19
内蒙古自治区,150000,216,196,1,2020/5/19
香港,810000,1055,1025,4,2020/5/18
台湾,710000,440,398,7,2020/5/18
河北省,130000,328,322,6,2020/5/18
北京市,110000,593,578,9,2020/5/18
吉林省,220000,146,122,2,2020/5/18
内蒙古自治区,150000,213,196,1,2020/5/18
上海市,310000,666,641,7,2020/5/18
香港,810000,1055,1024,4,2020/5/17
台湾,710000,440,395,7,2020/5/17
天津市,120000,192,187,3,2020/5/17
吉林省,220000,144,113,2,2020/5/17
北京市,110000,593,577,9,2020/5/17
广东省,440000,1590,1579,8,2020/5/17
黑龙江省,230000,945,932,13,2020/5/17
台湾,710000,440,389,7,2020/5/17
香港,810000,1052,1022,4,2020/5/17
澳门,820000,45,44,0,2020/5/17
上海市,310000,665,641,7,2020/5/16
吉林省,220000,140,108,1,2020/5/16
陕西省,610000,308,301,3,2020/5/16
上海市,310000,665,640,7,2020/5/16
内蒙古自治区,150000,209,196,1,2020/5/16
北京市,110000,593,576,9,2020/5/16
黑龙江省,230000,945,931,13,2020/5/16
山东省,370000,788,780,7,2020/5/16
海南省,460000,169,162,6,2020/5/15
香港,810000,1052,1019,4,2020/5/15
香港,810000,1051,1019,4,2020/5/15
台湾,710000,440,387,7,2020/5/15
上海市,310000,660,640,7,2020/5/15
陕西省,610000,308,300,3,2020/5/15
福建省,350000,356,355,1,2020/5/15
山东省,370000,788,778,7,2020/5/15
吉林省,220000,138,108,1,2020/5/15
内蒙古自治区,150000,209,194,1,2020/5/15
香港,810000,1051,1009,4,2020/5/14
台湾,710000,440,383,7,2020/5/14
上海市,310000,660,638,7,2020/5/14
北京市,110000,593,574,9,2020/5/14
广东省,440000,1589,1579,8,2020/5/14
天津市,120000,191,187,3,2020/5/14
吉林省,220000,134,108,1,2020/5/14
辽宁省,210000,149,144,2,2020/5/14
黑龙江省,230000,945,930,13,2020/5/14
台湾,710000,440,375,7,2020/5/13
澳门,820000,45,43,0,2020/5/13
香港,810000,1050,1008,4,2020/5/13
香港,810000,1050,991,4,2020/5/13
上海市,310000,660,633,7,2020/5/13
内蒙古自治区,150000,209,190,1,2020/5/13
北京市,110000,593,573,9,2020/5/13
陕西省,610000,308,297,3,2020/5/13
吉林省,220000,133,108,1,2020/5/13
上海市,310000,660,631,7,2020/5/13
黑龙江省,230000,945,929,13,2020/5/13
山西省,140000,198,198,0,2020/5/13
台湾,710000,440,372,7,2020/5/12
香港,810000,1047,991,4,2020/5/12
上海市,310000,659,631,7,2020/5/12
陕西省,610000,308,296,3,2020/5/12
北京市,110000,593,571,9,2020/5/12
黑龙江省,230000,945,924,13,2020/5/12
广东省,440000,1589,1578,8,2020/5/12
内蒙古自治区,150000,209,188,1,2020/5/12
香港,810000,1047,985,4,2020/5/11
澳门,820000,45,42,0,2020/5/11
台湾,710000,440,368,7,2020/5/11
江苏省,320000,653,653,0,2020/5/11
北京市,110000,593,568,9,2020/5/11
陕西省,610000,308,294,3,2020/5/11
黑龙江省,230000,945,904,13,2020/5/11
广东省,440000,1589,1577,8,2020/5/11
山东省,370000,788,777,7,2020/5/11
吉林省,220000,127,105,1,2020/5/11
内蒙古自治区,150000,208,187,1,2020/5/11
湖北省,420000,68134,63616,4512,2020/5/11
澳门,820000,45,41,0,2020/5/10
辽宁省,210000,147,144,2,2020/5/10
上海市,310000,659,627,7,2020/5/10
香港,810000,1047,982,4,2020/5/10
台湾,710000,440,366,6,2020/5/10
黑龙江省,230000,944,891,13,2020/5/10
上海市,310000,659,626,7,2020/5/10
陕西省,610000,308,293,3,2020/5/10
湖北省,420000,68129,63616,4512,2020/5/10
北京市,110000,593,565,9,2020/5/10
吉林省,220000,124,105,1,2020/5/10
河北省,130000,328,321,6,2020/5/10
黑龙江省,230000,945,891,13,2020/5/10
上海市,310000,659,629,7,2020/5/10
内蒙古自治区,150000,201,184,1,2020/5/10
山西省,140000,198,197,0,2020/5/10
云南省,530000,185,183,2,2020/5/10
香港,810000,1044,967,4,2020/5/9
黑龙江省,230000,944,835,13,2020/5/9
台湾,710000,440,361,6,2020/5/9
内蒙古自治区,150000,201,175,1,2020/5/9
上海市,310000,657,626,7,2020/5/9
北京市,110000,593,563,9,2020/5/9
陕西省,610000,308,292,3,2020/5/9
吉林省,220000,113,105,1,2020/5/9
广东省,440000,1589,1576,8,2020/5/9
山西省,140000,198,196,0,2020/5/9
台湾,710000,440,355,6,2020/5/8
香港,810000,1044,960,4,2020/5/8
天津市,120000,191,186,3,2020/5/8
山东省,370000,788,776,7,2020/5/8
北京市,110000,593,560,9,2020/5/8
陕西省,610000,308,268,3,2020/5/8
江苏省,320000,653,652,0,2020/5/8
吉林省,220000,113,104,1,2020/5/8
黑龙江省,230000,944,815,13,2020/5/8
内蒙古自治区,150000,201,172,1,2020/5/8
山西省,140000,198,195,0,2020/5/8
云南省,530000,185,182,2,2020/5/8
香港,810000,1044,944,4,2020/5/7
台湾,710000,440,347,6,2020/5/7
上海市,310000,657,623,7,2020/5/7
香港,810000,1044,932,4,2020/5/7
内蒙古自治区,150000,201,171,1,2020/5/7
陕西省,610000,308,266,3,2020/5/7
北京市,110000,593,557,9,2020/5/7
